School_Name,District,College_Name,College_Type,County_Name,County_Population,City,City_Population,ZIP,Zip_Population,State
Thayer Schools,Cherryvale,DNE,-1,Neosho County,15715,Cherryvale,2125,67335,3300,KS
Erie Elementary,Erie-Galesburg,DNE,-1,Neosho County,15715,Erie,1318,66733,1966,KS
Erie High School,Erie-Galesburg,DNE,-1,Neosho County,15715,Erie,1318,66733,1966,KS
Galesburg Middle School,Erie-Galesburg,DNE,-1,Neosho County,15715,Galesburg,184,66740,268,KS
St. Paul Elementary School,Chetopa-St. Paul,DNE,-1,Neosho County,15715,St. Paul,665,66771,1077,KS
St. Paul High School,Chetopa-St. Paul,DNE,-1,Neosho County,15715,St. Paul,665,66771,1077,KS
St. Paul Middle School,Chetopa-St. Paul,DNE,-1,Neosho County,15715,St. Paul,665,66771,1077,KS
Western Plains South Elem/Jr High,Western Plains,DNE,-1,Ness County,2659,Bazine,454,67516,563,KS
Ness City Elem,Ness City,DNE,-1,Ness County,2659,Ness City,1136,67560,1394,KS
Ness City High,Ness City,DNE,-1,Ness County,2659,Ness City,1136,67560,1394,KS
Western Plains High,Western Plains,DNE,-1,Ness County,2659,Ransom,261,67572,403,KS
Western Plains North Elem,Western Plains,DNE,-1,Ness County,2659,Ransom,261,67572,403,KS
Almena Elem,Northern Valley,DNE,-1,Norton County,5392,Almena,447,67622,586,KS
Northern Valley High,Northern Valley,DNE,-1,Norton County,5392,Almena,447,67622,586,KS
Eisenhower Elem,Norton Community Schools,DNE,-1,Norton County,5392,Norton,2704,67654,4209,KS
Norton High,Norton Community Schools,DNE,-1,Norton County,5392,Norton,2704,67654,4209,KS
Norton Jr High,Norton Community Schools,DNE,-1,Norton County,5392,Norton,2704,67654,4209,KS
Burlingame Elementary,Burlingame Public School,DNE,-1,Osage County,15780,Burlingame,976,66413,1697,KS
Burlingame Junior/Senior High,Burlingame Public School,DNE,-1,Osage County,15780,Burlingame,976,66413,1697,KS
Carbondale Attendance Center,Santa Fe Trail,DNE,-1,Osage County,15780,Carbondale,1361,66414,2349,KS
Santa Fe Trail High,Santa Fe Trail,DNE,-1,Osage County,15780,Carbondale,1361,66414,2349,KS
Lyndon Elem,Lyndon,DNE,-1,Osage County,15780,Lyndon,1184,66451,1809,KS
Lyndon High,Lyndon,DNE,-1,Osage County,15780,Lyndon,1184,66451,1809,KS
Marais Des Cygnes Valley High,Marais Des Cygnes Valley,DNE,-1,Osage County,15780,Melvern,304,66510,619,KS
Marais Des Cygnes Valley Middle,Marais Des Cygnes Valley,DNE,-1,Osage County,15780,Melvern,304,66510,619,KS
Osage City Elem,Osage City,DNE,-1,Osage County,15780,Osage City,2837,66523,3873,KS
Osage City High,Osage City,DNE,-1,Osage County,15780,Osage City,2837,66523,3873,KS
Osage City Middle School,Osage City,DNE,-1,Osage County,15780,Osage City,2837,66523,3873,KS
Overbrook Attendance Center,Santa Fe Trail,DNE,-1,Osage County,15780,Overbrook,1015,66524,2371,KS
Marais Des Cygnes Valley Elem,Marais Des Cygnes Valley,DNE,-1,Osage County,15780,Quenemo,375,66528,876,KS
Lakeside Junior/Senior High School,Waconda,DNE,-1,Osborne County,3473,Downs,663,67437,907,KS
Natoma Elem,Paradise,DNE,-1,Osborne County,3473,Natoma,371,67651,493,KS
Natoma High (6-12),Paradise,DNE,-1,Osborne County,3473,Natoma,371,67651,493,KS
Osborne Elem,Osborne County,DNE,-1,Osborne County,3473,Osborne,1496,67473,1837,KS
Osborne Junior/Senior High,Osborne County,DNE,-1,Osborne County,3473,Osborne,1496,67473,1837,KS
Bennington Elem,Twin Valley,DNE,-1,Ottawa County,5782,Bennington,612,67422,1419,KS
Bennington Junior High/High School,Twin Valley,DNE,-1,Ottawa County,5782,Bennington,612,67422,1419,KS
Minneapolis Elementary,North Ottawa County,DNE,-1,Ottawa County,5782,Minneapolis,2101,67467,2701,KS
Minneapolis Jr-Sr High School,North Ottawa County,DNE,-1,Ottawa County,5782,Minneapolis,2101,67467,2701,KS
Tescott Elem,Twin Valley,DNE,-1,Ottawa County,5782,Tescott,261,67484,995,KS
Tescott Junior High/High School,Twin Valley,DNE,-1,Ottawa County,5782,Tescott,261,67484,995,KS
Fort Larned Elementary School,Ft Larned,DNE,-1,Pawnee County,6220,Larned,3328,67550,5137,KS
Larned Middle School,Ft Larned,DNE,-1,Pawnee County,6220,Larned,3328,67550,5137,KS
Larned Sr High,Ft Larned,DNE,-1,Pawnee County,6220,Larned,3328,67550,5137,KS
Pawnee Heights,Pawnee Heights,DNE,-1,Pawnee County,6220,Rozel,111,67574,154,KS
Pawnee Heights Primary School,Pawnee Heights,DNE,-1,Pawnee County,6220,Rozel,111,67574,154,KS
THUNDER RIDGE MIDDLE SCHOOL,Thunder Ridge Schools,DNE,-1,Phillips County,4874,AGRA,-1,67621,322,KS
Logan Elem,Logan,DNE,-1,Phillips County,4874,Logan,626,67646,704,KS
Logan High,Logan,DNE,-1,Phillips County,4874,Logan,626,67646,704,KS
Long Island Middle School,Northern Valley,DNE,-1,Phillips County,4874,Long Island,143,67647,241,KS
Phillipsburg Elem,Phillipsburg,DNE,-1,Phillips County,4874,Phillipsburg,2132,67661,2890,KS
Phillipsburg High,Phillipsburg,DNE,-1,Phillips County,4874,Phillipsburg,2132,67661,2890,KS
Phillipsburg Middle,Phillipsburg,DNE,-1,Phillips County,4874,Phillipsburg,2132,67661,2890,KS
Oliver Brown Elementary,Manhattan-Ogden,DNE,-1,Pottawatomie County,25808,Manhattan,53951,66502,43247,KS
McCormick Elementary,Blue Valley,DNE,-1,Pottawatomie County,25808,Olsburg,274,66520,681,KS
Onaga Elem,Onaga-Havensville-Wheaton,DNE,-1,Pottawatomie County,25808,Onaga,680,66521,1444,KS
Onaga Middle School,Onaga-Havensville-Wheaton,DNE,-1,Pottawatomie County,25808,Onaga,680,66521,1444,KS
Onaga Senior High,Onaga-Havensville-Wheaton,DNE,-1,Pottawatomie County,25808,Onaga,680,66521,1444,KS
Rock Creek High School,Rock Creek,DNE,-1,Pottawatomie County,25808,St George,-1,66535,3729,KS
St George Elem,Rock Creek,DNE,-1,Pottawatomie County,25808,St George,-1,66535,3729,KS
St Marys Elem,Kaw Valley,DNE,-1,Pottawatomie County,25808,St Marys,-1,66536,4103,KS
St. Marys Junior Senior High,Kaw Valley,DNE,-1,Pottawatomie County,25808,St Marys,-1,66536,4103,KS
Rock Creek Middle School,Rock Creek,DNE,-1,Pottawatomie County,25808,St. George,1115,66535,3729,KS
Central Elem,Wamego,DNE,-1,Pottawatomie County,25808,Wamego,4205,66547,8387,KS
Wamego High,Wamego,DNE,-1,Pottawatomie County,25808,Wamego,4205,66547,8387,KS
Wamego High School Virtual School,Wamego,DNE,-1,Pottawatomie County,25808,Wamego,4205,66547,8387,KS
Wamego Middle School,Wamego,DNE,-1,Pottawatomie County,25808,Wamego,4205,66547,8387,KS
West Elem,Wamego,DNE,-1,Pottawatomie County,25808,Wamego,4205,66547,8387,KS
Westmoreland Elem,Rock Creek,DNE,-1,Pottawatomie County,25808,Westmoreland,636,66549,1311,KS
DNE,DNE,Pratt Community College,2,Pratt County,9120,Pratt,6559,DNE,-1,KS
Liberty Middle School,Pratt,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Pratt Learning Center,Pratt,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Pratt Sr High,Pratt,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Skyline Elem,Skyline Schools,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Skyline High,Skyline Schools,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Southwest Elem,Pratt,DNE,-1,Pratt County,9120,Pratt,6559,67124,7822,KS
Rawlins County Elementary,Rawlins County,DNE,-1,Rawlins County,2533,Atwood,1388,67730,1828,KS
Rawlins County Jr/Sr High School,Rawlins County,DNE,-1,Rawlins County,2533,Atwood,1388,67730,1828,KS
Ad Astra Alternative Academy,Buhler,DNE,-1,Reno County,61693,Buhler,1311,67522,1988,KS
Ad Astra Virtual Academy,Buhler,DNE,-1,Reno County,61693,Buhler,1311,67522,1988,KS
Buhler Grade School,Buhler,DNE,-1,Reno County,61693,Buhler,1311,67522,1988,KS
Buhler High,Buhler,DNE,-1,Reno County,61693,Buhler,1311,67522,1988,KS
Haven Elem,Haven Public Schools,DNE,-1,Reno County,61693,Haven,1394,67543,2029,KS
Haven High,Haven Public Schools,DNE,-1,Reno County,61693,Haven,1394,67543,2029,KS
Haven Middle School,Haven Public Schools,DNE,-1,Reno County,61693,Haven,1394,67543,2029,KS
Haven Virtual Academy,Haven Public Schools,DNE,-1,Reno County,61693,Haven,1394,67543,2029,KS
Central State Academy,Nickerson,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
DNE,DNE,Hutchinson Community College,2,Reno County,61693,Hutchinson,39837,DNE,-1,KS
Faris Elementary,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Graber Elementary,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Hutchinson High School,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Hutchinson Magnet School at Allen,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Hutchinson Middle School 7,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Hutchinson Middle School 8,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Hutchinson Virtual School,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
McCandless Elementary,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Morgan Elementary,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67502,23617,KS
Plum Creek Elementary,Buhler,DNE,-1,Reno County,61693,Hutchinson,39837,67502,23617,KS
Prairie Hills Middle,Buhler,DNE,-1,Reno County,61693,Hutchinson,39837,67502,23617,KS
Reno Valley Middle School,Nickerson,DNE,-1,Reno County,61693,Hutchinson,39837,67501,24589,KS
Union Valley Elem,Buhler,DNE,-1,Reno County,61693,Hutchinson,39837,67502,23617,KS
Wiley Elementary,Hutchinson Public Schools,DNE,-1,Reno County,61693,Hutchinson,39837,67502,23617,KS
Fairfield Schools,Fairfield,DNE,-1,Reno County,61693,Langdon,32,67583,799,KS
Nickerson Elem,Nickerson,DNE,-1,Reno County,61693,Nickerson,1088,67561,1569,KS
Nickerson High,Nickerson,DNE,-1,Reno County,61693,Nickerson,1088,67561,1569,KS
Pretty Prairie Elem,Pretty Prairie,DNE,-1,Reno County,61693,Pretty Prairie,553,67570,1452,KS
Pretty Prairie High,Pretty Prairie,DNE,-1,Reno County,61693,Pretty Prairie,553,67570,1452,KS
Pretty Prairie Middle,Pretty Prairie,DNE,-1,Reno County,61693,Pretty Prairie,553,67570,1452,KS
South Hutchinson Elem,Nickerson,DNE,-1,Reno County,61693,South Hutchinson,2826,67505,2836,KS
Yoder Charter Elem School,Haven Public Schools,DNE,-1,Reno County,61693,Yoder,-1,67585,-1,KS
Belleville East Elementary,Republic County,DNE,-1,Republic County,4662,Belleville,2036,66935,2415,KS
Republic County Jr./Sr. High School,Republic County,DNE,-1,Republic County,4662,Belleville,2036,66935,2415,KS
Pike Valley Elem,Pike Valley,DNE,-1,Republic County,4662,Courtland,191,66939,322,KS
Pike Valley High,Pike Valley,DNE,-1,Republic County,4662,Scandia,305,66966,620,KS
Pike Valley Jr High,Pike Valley,DNE,-1,Republic County,4662,Scandia,305,66966,620,KS
Chase High,Chase-Raymond,DNE,-1,Rice County,9389,Chase,447,67524,560,KS
Chase Raymond Primary Intermediate School,Chase-Raymond,DNE,-1,Rice County,9389,Chase,447,67524,560,KS
Little River High,Little River,DNE,-1,Rice County,9389,Little River,427,67457,655,KS
Little River Junior High,Little River,DNE,-1,Rice County,9389,Little River,427,67457,655,KS
Lyons Central Elementary,Lyons,DNE,-1,Rice County,9389,Lyons,3562,67554,4122,KS
Lyons High School,Lyons,DNE,-1,Rice County,9389,Lyons,3562,67554,4122,KS
Lyons Middle School,Lyons,DNE,-1,Rice County,9389,Lyons,3562,67554,4122,KS
Lyons Park Elementary,Lyons,DNE,-1,Rice County,9389,Lyons,3562,67554,4122,KS
DNE,DNE,Sterling College,1,Rice County,9389,Sterling,2396,DNE,-1,KS
Sterling Grade School,Sterling,DNE,-1,Rice County,9389,Sterling,2396,67579,2971,KS
Sterling Junior High/Senior High,Sterling,DNE,-1,Rice County,9389,Sterling,2396,67579,2971,KS
Morris Hill Elem,Geary County Schools,DNE,-1,Riley County,71710,Fort Riley,-1,66442,16876,KS
Amanda Arnold Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66503,17272,KS
Bluemont Elementary School,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
DNE,DNE,Bellus Academy,3,Riley County,71710,Manhattan,53951,DNE,-1,KS
DNE,DNE,Kansas State University,1,Riley County,71710,Manhattan,53951,DNE,-1,KS
DNE,DNE,Manhattan Area Technical College,2,Riley County,71710,Manhattan,53951,DNE,-1,KS
DNE,DNE,Manhattan Christian College,1,Riley County,71710,Manhattan,53951,DNE,-1,KS
Dwight D Eisenhower Middle School,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Frank V Bergman Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66503,17272,KS
Lee Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Manhattan High School,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Manhattan Virtual Academy,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Marlatt Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Northview Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Susan B Anthony Middle School,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Theo Roosevelt Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Woodrow Wilson Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Manhattan,53951,66502,43247,KS
Ogden Elem,Manhattan-Ogden,DNE,-1,Riley County,71710,Ogden,1628,66517,1628,KS
Blue Valley High,Blue Valley,DNE,-1,Riley County,71710,Randolph,182,66554,744,KS
Randolph Middle,Blue Valley,DNE,-1,Riley County,71710,Randolph,182,66554,744,KS
Riley County Grade School,Riley County,DNE,-1,Riley County,71710,Riley,826,66531,1348,KS
Riley County High School,Riley County,DNE,-1,Riley County,71710,Riley,826,66531,1348,KS
Damar Elementary School,Palco,DNE,-1,Rooks County,4869,Damar,150,67632,226,KS
Palco High,Palco,DNE,-1,Rooks County,4869,Palco,214,67657,303,KS
Palco Jr. High,Palco,DNE,-1,Rooks County,4869,Palco,214,67657,303,KS
Plainville Elem,Plainville,DNE,-1,Rooks County,4869,Plainville,1766,67663,2449,KS
Plainville High,Plainville,DNE,-1,Rooks County,4869,Plainville,1766,67663,2449,KS
Stockton Elem,Stockton,DNE,-1,Rooks County,4869,Stockton,1521,67669,1815,KS
Stockton High,Stockton,DNE,-1,Rooks County,4869,Stockton,1521,67669,1815,KS
La Crosse Elementary,LaCrosse,DNE,-1,Rush County,2957,La Crosse,1081,67548,1290,KS
La Crosse High,LaCrosse,DNE,-1,Rush County,2957,La Crosse,1081,67548,1290,KS
La Crosse Middle School,LaCrosse,DNE,-1,Rush County,2957,La Crosse,1081,67548,1290,KS
Otis Bison Academy,Otis-Bison,DNE,-1,Rush County,2957,OTIS,-1,67565,469,KS
Otis-Bison Elementary,Otis-Bison,DNE,-1,Rush County,2957,Otis,434,67565,469,KS
Otis-Bison Junior/Senior High School,Otis-Bison,DNE,-1,Rush County,2957,Otis,434,67565,469,KS
Lucas/Sylvan Elementary Unified,Sylvan Grove,DNE,-1,Russell County,6717,Lucas,449,67648,574,KS
Bickerdyke Elem,Russell County,DNE,-1,Russell County,6717,Russell,4258,67665,4893,KS
Ruppenthal Middle,Russell County,DNE,-1,Russell County,6717,Russell,4258,67665,4893,KS
Russell High,Russell County,DNE,-1,Russell County,6717,Russell,4258,67665,4893,KS
Simpson Elem,Russell County,DNE,-1,Russell County,6717,Russell,4258,67665,4893,KS
Ell-Saline Middle/High School,Ell-Saline,DNE,-1,Saline County,53801,Brookville,205,67425,593,KS
Southeast Saline Elem,Southeast Of Saline,DNE,-1,Saline County,53801,Gypsum,385,67448,1123,KS
Southeast Saline High,Southeast Of Saline,DNE,-1,Saline County,53801,Gypsum,385,67448,1123,KS
Coronado Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Cottonwood Elementary School,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
DNE,DNE,Hays Academy of Hair Design,3,Saline County,53801,Salina,46432,DNE,-1,KS
DNE,DNE,Kansas Wesleyan University,1,Saline County,53801,Salina,46432,DNE,-1,KS
DNE,DNE,Salina Area Technical College,2,Saline County,53801,Salina,46432,DNE,-1,KS
Ell-Saline Elementary,Ell-Saline,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Heusner Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Lakewood Middle School,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Meadowlark Ridge Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Oakdale Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Salina High Central,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Salina High South,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Salina South Middle,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Salina Virtual Innovation Academy,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Schilling Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Stewart Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Sunset Elem,Salina,DNE,-1,Saline County,53801,Salina,46432,67401,50272,KS
Scott City High,Scott County,DNE,-1,Scott County,5071,Scott City,3955,67871,5067,KS
Scott City Lower Elem,Scott County,DNE,-1,Scott County,5071,Scott City,3955,67871,5067,KS
Scott City Middle,Scott County,DNE,-1,Scott County,5071,Scott City,3955,67871,5067,KS
Scott Community Learning Center,Scott County,DNE,-1,Scott County,5071,Scott City,3955,67871,5067,KS
Andale Elem-Middle,Renwick,DNE,-1,Sedgwick County,524810,Andale,1259,67001,2394,KS
Andale High,Renwick,DNE,-1,Sedgwick County,524810,Andale,1259,67001,2394,KS
Isely Traditional Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Bel Aire,8654,67220,14779,KS
Northeast Magnet High School,Wichita,DNE,-1,Sedgwick County,524810,Bel Aire,8654,67226,21441,KS
Bentley Primary School,Halstead,DNE,-1,Sedgwick County,524810,Bentley,489,67016,489,KS
Cheney Elem,Cheney,DNE,-1,Sedgwick County,524810,Cheney,2386,67025,3943,KS
Cheney High,Cheney,DNE,-1,Sedgwick County,524810,Cheney,2386,67025,3943,KS
Cheney Middle School 6-8,Cheney,DNE,-1,Sedgwick County,524810,Cheney,2386,67025,3943,KS
Clearwater Elementary West,Clearwater,DNE,-1,Sedgwick County,524810,Clearwater,2536,67026,5068,KS
Clearwater High,Clearwater,DNE,-1,Sedgwick County,524810,Clearwater,2536,67026,5068,KS
Clearwater Intermediate - Middle School,Clearwater,DNE,-1,Sedgwick County,524810,Clearwater,2536,67026,5068,KS
Colwich Elem,Renwick,DNE,-1,Sedgwick County,524810,Colwich,1616,67030,2820,KS
St. Marks School,Renwick,DNE,-1,Sedgwick County,524810,Colwich,1616,67030,2820,KS
Derby High School,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Derby Hills Elem,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Derby Middle Sch,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Derby North Middle School,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Derby Virtual School,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
El Paso Elem,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Park Hill Elementary,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Stone Creek Elementary,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Swaney Elem,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Tanglewood Elem,Derby,DNE,-1,Sedgwick County,524810,Derby,25801,67037,30108,KS
Garden Plain Elem,Renwick,DNE,-1,Sedgwick County,524810,Garden Plain,1055,67050,2008,KS
Garden Plain High,Renwick,DNE,-1,Sedgwick County,524810,Garden Plain,1055,67050,2008,KS
Amelia Earhart Elementary School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Apollo Elementary School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Challenger Intermediate School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Clark Davidson Elem,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Discovery Intermediate School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Dwight D. Eisenhower Middle School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Eisenhower High School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Explorer Elementary School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Goddard High,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Goddard Middle School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Oak Street Elementary School K-4,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
USD 265 - Goddard Virtual School,Goddard,DNE,-1,Sedgwick County,524810,Goddard,5361,67052,8610,KS
Freeman Elem,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Haysville Middle School,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Haysville West Middle School,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Nelson Elem,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Prairie Elementary School,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Rex Elem,Haysville,DNE,-1,Sedgwick County,524810,Haysville,11117,67060,14004,KS
Maize Central Elementary,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Maize Elementary,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Maize Intermediate School,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Maize Middle School,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Maize Sr High,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Maize Virtual Preparatory School,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Pray-Woodman Elementary,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Vermillion Elementary School,Maize,DNE,-1,Sedgwick County,524810,Maize,5990,67101,6110,KS
Mulvane Elem W D Munson,Mulvane,DNE,-1,Sedgwick County,524810,Mulvane,5829,67110,8222,KS
Mulvane Grade School,Mulvane,DNE,-1,Sedgwick County,524810,Mulvane,5829,67110,8222,KS
Mulvane High,Mulvane,DNE,-1,Sedgwick County,524810,Mulvane,5829,67110,8222,KS
Mulvane Middle School,Mulvane,DNE,-1,Sedgwick County,524810,Mulvane,5829,67110,8222,KS
Chisholm Trail Elem,Wichita,DNE,-1,Sedgwick County,524810,Park City,7726,67219,12093,KS
Abilene Elem,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
The Learning Center,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
Valley Center High,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
Valley Center Intermediate School,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
Valley Center Middle School,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
West Elem,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
Wheatland Elem,Valley Center Pub Sch,DNE,-1,Sedgwick County,524810,Valley Center,8937,67147,11193,KS
Adams Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67208,18078,KS
Allen Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67218,22945,KS
Allison Traditional Magnet Middle,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Anderson Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
Beech Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67207,27721,KS
Benton Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67209,13613,KS
Black Traditional Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Bostic Traditional Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67207,27721,KS
Brooks Magnet Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67220,14779,KS
Bryant Opportunity Academy,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Buckner Performing Arts Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67220,14779,KS
Caldwell Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67218,22945,KS
Campus High Haysville,Haysville,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Cessna Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Chisholm Life Skills Center,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Christa McAuliffe Academy,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67230,11822,KS
Circle Greenwich Elementary,Circle,DNE,-1,Sedgwick County,524810,Wichita,396488,67226,21441,KS
Clark Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67207,27721,KS
Cleaveland Traditional Magnet Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Cloud Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
Coleman Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67206,17468,KS
College Hill Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67208,18078,KS
Colvin Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67210,9178,KS
Curtis Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67218,22945,KS
DNE,DNE,Crave Beauty Academy,3,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Eric Fisher Academy,3,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Friends University,1,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
