GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASN1E001,NAME_M,ASN1M001
"G20067250","2019-2023","KS",,,"Kansas","20",,,"Spivey city","67250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2067250",,,"2067250","Spivey city, Kansas",147,"Spivey city, Kansas",125
"G20067625","2019-2023","KS",,,"Kansas","20",,,"Spring Hill city","67625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2067625",,,"2067625","Spring Hill city, Kansas",8691,"Spring Hill city, Kansas",22
"G20067775","2019-2023","KS",,,"Kansas","20",,,"Stafford city","67775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2067775",,,"2067775","Stafford city, Kansas",680,"Stafford city, Kansas",108
"G20068025","2019-2023","KS",,,"Kansas","20",,,"Stark city","68025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068025",,,"2068025","Stark city, Kansas",81,"Stark city, Kansas",46
"G20068200","2019-2023","KS",,,"Kansas","20",,,"Sterling city","68200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068200",,,"2068200","Sterling city, Kansas",2396,"Sterling city, Kansas",226
"G20068350","2019-2023","KS",,,"Kansas","20",,,"Stockton city","68350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068350",,,"2068350","Stockton city, Kansas",1521,"Stockton city, Kansas",180
"G20068650","2019-2023","KS",,,"Kansas","20",,,"Strong City city","68650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068650",,,"2068650","Strong City city, Kansas",492,"Strong City city, Kansas",118
"G20068750","2019-2023","KS",,,"Kansas","20",,,"Stuttgart CDP","68750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068750",,,"2068750","Stuttgart CDP, Kansas",64,"Stuttgart CDP, Kansas",28
"G20068775","2019-2023","KS",,,"Kansas","20",,,"Sublette city","68775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068775",,,"2068775","Sublette city, Kansas",1397,"Sublette city, Kansas",195
"G20068950","2019-2023","KS",,,"Kansas","20",,,"Summerfield city","68950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2068950",,,"2068950","Summerfield city, Kansas",166,"Summerfield city, Kansas",50
"G20069275","2019-2023","KS",,,"Kansas","20",,,"Sun City city","69275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069275",,,"2069275","Sun City city, Kansas",38,"Sun City city, Kansas",29
"G20069525","2019-2023","KS",,,"Kansas","20",,,"Susank city","69525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069525",,,"2069525","Susank city, Kansas",29,"Susank city, Kansas",14
"G20069725","2019-2023","KS",,,"Kansas","20",,,"Sycamore CDP","69725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069725",,,"2069725","Sycamore CDP, Kansas",43,"Sycamore CDP, Kansas",39
"G20069775","2019-2023","KS",,,"Kansas","20",,,"Sylvan Grove city","69775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069775",,,"2069775","Sylvan Grove city, Kansas",313,"Sylvan Grove city, Kansas",84
"G20069800","2019-2023","KS",,,"Kansas","20",,,"Sylvia city","69800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069800",,,"2069800","Sylvia city, Kansas",180,"Sylvia city, Kansas",67
"G20069850","2019-2023","KS",,,"Kansas","20",,,"Syracuse city","69850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069850",,,"2069850","Syracuse city, Kansas",1706,"Syracuse city, Kansas",266
"G20069925","2019-2023","KS",,,"Kansas","20",,,"Talmage CDP","69925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2069925",,,"2069925","Talmage CDP, Kansas",94,"Talmage CDP, Kansas",80
"G20070000","2019-2023","KS",,,"Kansas","20",,,"Tampa city","70000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070000",,,"2070000","Tampa city, Kansas",151,"Tampa city, Kansas",59
"G20070075","2019-2023","KS",,,"Kansas","20",,,"Tecumseh CDP","70075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070075",,,"2070075","Tecumseh CDP, Kansas",339,"Tecumseh CDP, Kansas",182
"G20070250","2019-2023","KS",,,"Kansas","20",,,"Tescott city","70250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070250",,,"2070250","Tescott city, Kansas",261,"Tescott city, Kansas",125
"G20070300","2019-2023","KS",,,"Kansas","20",,,"Thayer city","70300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070300",,,"2070300","Thayer city, Kansas",454,"Thayer city, Kansas",152
"G20070357","2019-2023","KS",,,"Kansas","20",,,"The Highlands city","70357",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070357",,,"2070357","The Highlands city, Kansas",474,"The Highlands city, Kansas",131
"G20070625","2019-2023","KS",,,"Kansas","20",,,"Timken city","70625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070625",,,"2070625","Timken city, Kansas",47,"Timken city, Kansas",20
"G20070675","2019-2023","KS",,,"Kansas","20",,,"Tipton city","70675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070675",,,"2070675","Tipton city, Kansas",211,"Tipton city, Kansas",71
"G20070800","2019-2023","KS",,,"Kansas","20",,,"Tonganoxie city","70800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2070800",,,"2070800","Tonganoxie city, Kansas",5693,"Tonganoxie city, Kansas",413
"G20071000","2019-2023","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071000",,,"2071000","Topeka city, Kansas",126103,"Topeka city, Kansas",43
"G20071050","2019-2023","KS",,,"Kansas","20",,,"Toronto city","71050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071050",,,"2071050","Toronto city, Kansas",250,"Toronto city, Kansas",90
"G20071125","2019-2023","KS",,,"Kansas","20",,,"Towanda city","71125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071125",,,"2071125","Towanda city, Kansas",1748,"Towanda city, Kansas",247
"G20071450","2019-2023","KS",,,"Kansas","20",,,"Tribune city","71450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071450",,,"2071450","Tribune city, Kansas",799,"Tribune city, Kansas",103
"G20071575","2019-2023","KS",,,"Kansas","20",,,"Troy city","71575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071575",,,"2071575","Troy city, Kansas",794,"Troy city, Kansas",157
"G20071800","2019-2023","KS",,,"Kansas","20",,,"Turon city","71800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071800",,,"2071800","Turon city, Kansas",290,"Turon city, Kansas",92
"G20071925","2019-2023","KS",,,"Kansas","20",,,"Tyro city","71925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071925",,,"2071925","Tyro city, Kansas",191,"Tyro city, Kansas",119
"G20071950","2019-2023","KS",,,"Kansas","20",,,"Udall city","71950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071950",,,"2071950","Udall city, Kansas",641,"Udall city, Kansas",177
"G20071975","2019-2023","KS",,,"Kansas","20",,,"Ulysses city","71975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2071975",,,"2071975","Ulysses city, Kansas",5812,"Ulysses city, Kansas",369
"G20072525","2019-2023","KS",,,"Kansas","20",,,"Uniontown city","72525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2072525",,,"2072525","Uniontown city, Kansas",492,"Uniontown city, Kansas",236
"G20072600","2019-2023","KS",,,"Kansas","20",,,"Urbana CDP","72600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2072600",,,"2072600","Urbana CDP, Kansas",18,"Urbana CDP, Kansas",28
"G20072650","2019-2023","KS",,,"Kansas","20",,,"Utica city","72650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2072650",,,"2072650","Utica city, Kansas",119,"Utica city, Kansas",37
"G20073250","2019-2023","KS",,,"Kansas","20",,,"Valley Center city","73250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073250",,,"2073250","Valley Center city, Kansas",8937,"Valley Center city, Kansas",905
"G20073300","2019-2023","KS",,,"Kansas","20",,,"Valley Falls city","73300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073300",,,"2073300","Valley Falls city, Kansas",1305,"Valley Falls city, Kansas",255
"G20073450","2019-2023","KS",,,"Kansas","20",,,"Vassar CDP","73450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073450",,,"2073450","Vassar CDP, Kansas",870,"Vassar CDP, Kansas",216
"G20073525","2019-2023","KS",,,"Kansas","20",,,"Vermillion city","73525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073525",,,"2073525","Vermillion city, Kansas",57,"Vermillion city, Kansas",30
"G20073775","2019-2023","KS",,,"Kansas","20",,,"Victoria city","73775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073775",,,"2073775","Victoria city, Kansas",994,"Victoria city, Kansas",217
"G20073950","2019-2023","KS",,,"Kansas","20",,,"Vining city","73950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2073950",,,"2073950","Vining city, Kansas",52,"Vining city, Kansas",39
"G20074025","2019-2023","KS",,,"Kansas","20",,,"Viola city","74025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074025",,,"2074025","Viola city, Kansas",200,"Viola city, Kansas",137
"G20074075","2019-2023","KS",,,"Kansas","20",,,"Virgil city","74075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074075",,,"2074075","Virgil city, Kansas",26,"Virgil city, Kansas",16
"G20074225","2019-2023","KS",,,"Kansas","20",,,"Wabaunsee CDP","74225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074225",,,"2074225","Wabaunsee CDP, Kansas",76,"Wabaunsee CDP, Kansas",45
"G20074425","2019-2023","KS",,,"Kansas","20",,,"Wakarusa CDP","74425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074425",,,"2074425","Wakarusa CDP, Kansas",207,"Wakarusa CDP, Kansas",101
"G20074450","2019-2023","KS",,,"Kansas","20",,,"WaKeeney city","74450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074450",,,"2074450","WaKeeney city, Kansas",1838,"WaKeeney city, Kansas",163
"G20074525","2019-2023","KS",,,"Kansas","20",,,"Wakefield city","74525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074525",,,"2074525","Wakefield city, Kansas",1031,"Wakefield city, Kansas",178
"G20074575","2019-2023","KS",,,"Kansas","20",,,"Waldo city","74575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074575",,,"2074575","Waldo city, Kansas",22,"Waldo city, Kansas",19
"G20074625","2019-2023","KS",,,"Kansas","20",,,"Waldron city","74625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074625",,,"2074625","Waldron city, Kansas",12,"Waldron city, Kansas",12
"G20074750","2019-2023","KS",,,"Kansas","20",,,"Wallace city","74750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074750",,,"2074750","Wallace city, Kansas",54,"Wallace city, Kansas",36
"G20074950","2019-2023","KS",,,"Kansas","20",,,"Walnut city","74950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2074950",,,"2074950","Walnut city, Kansas",230,"Walnut city, Kansas",103
"G20075200","2019-2023","KS",,,"Kansas","20",,,"Walton city","75200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2075200",,,"2075200","Walton city, Kansas",293,"Walton city, Kansas",150
"G20075325","2019-2023","KS",,,"Kansas","20",,,"Wamego city","75325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2075325",,,"2075325","Wamego city, Kansas",4205,"Wamego city, Kansas",665
"G20075825","2019-2023","KS",,,"Kansas","20",,,"Washington city","75825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2075825",,,"2075825","Washington city, Kansas",1199,"Washington city, Kansas",167
"G20075950","2019-2023","KS",,,"Kansas","20",,,"Waterville city","75950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2075950",,,"2075950","Waterville city, Kansas",748,"Waterville city, Kansas",175
"G20076000","2019-2023","KS",,,"Kansas","20",,,"Wathena city","76000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076000",,,"2076000","Wathena city, Kansas",1463,"Wathena city, Kansas",258
"G20076050","2019-2023","KS",,,"Kansas","20",,,"Waverly city","76050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076050",,,"2076050","Waverly city, Kansas",528,"Waverly city, Kansas",163
"G20076175","2019-2023","KS",,,"Kansas","20",,,"Wayside CDP","76175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076175",,,"2076175","Wayside CDP, Kansas",0,"Wayside CDP, Kansas",11
"G20076250","2019-2023","KS",,,"Kansas","20",,,"Webber city","76250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076250",,,"2076250","Webber city, Kansas",24,"Webber city, Kansas",19
"G20076350","2019-2023","KS",,,"Kansas","20",,,"Weir city","76350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076350",,,"2076350","Weir city, Kansas",910,"Weir city, Kansas",302
"G20076425","2019-2023","KS",,,"Kansas","20",,,"Welda CDP","76425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076425",,,"2076425","Welda CDP, Kansas",221,"Welda CDP, Kansas",119
"G20076475","2019-2023","KS",,,"Kansas","20",,,"Wellington city","76475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076475",,,"2076475","Wellington city, Kansas",7643,"Wellington city, Kansas",36
"G20076550","2019-2023","KS",,,"Kansas","20",,,"Wells CDP","76550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076550",,,"2076550","Wells CDP, Kansas",0,"Wells CDP, Kansas",11
"G20076625","2019-2023","KS",,,"Kansas","20",,,"Wellsville city","76625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076625",,,"2076625","Wellsville city, Kansas",2003,"Wellsville city, Kansas",262
"G20076675","2019-2023","KS",,,"Kansas","20",,,"Weskan CDP","76675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2076675",,,"2076675","Weskan CDP, Kansas",163,"Weskan CDP, Kansas",55
"G20077150","2019-2023","KS",,,"Kansas","20",,,"West Mineral city","77150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077150",,,"2077150","West Mineral city, Kansas",155,"West Mineral city, Kansas",62
"G20077200","2019-2023","KS",,,"Kansas","20",,,"Westmoreland city","77200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077200",,,"2077200","Westmoreland city, Kansas",636,"Westmoreland city, Kansas",152
"G20077250","2019-2023","KS",,,"Kansas","20",,,"Westphalia city","77250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077250",,,"2077250","Westphalia city, Kansas",158,"Westphalia city, Kansas",78
"G20077500","2019-2023","KS",,,"Kansas","20",,,"Westwood city","77500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077500",,,"2077500","Westwood city, Kansas",1851,"Westwood city, Kansas",288
"G20077525","2019-2023","KS",,,"Kansas","20",,,"Westwood Hills city","77525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077525",,,"2077525","Westwood Hills city, Kansas",484,"Westwood Hills city, Kansas",92
"G20077550","2019-2023","KS",,,"Kansas","20",,,"Wetmore city","77550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077550",,,"2077550","Wetmore city, Kansas",325,"Wetmore city, Kansas",89
"G20077700","2019-2023","KS",,,"Kansas","20",,,"Wheaton city","77700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077700",,,"2077700","Wheaton city, Kansas",83,"Wheaton city, Kansas",36
"G20077825","2019-2023","KS",,,"Kansas","20",,,"White City city","77825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077825",,,"2077825","White City city, Kansas",439,"White City city, Kansas",132
"G20077850","2019-2023","KS",,,"Kansas","20",,,"White Cloud city","77850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2077850",,,"2077850","White Cloud city, Kansas",136,"White Cloud city, Kansas",58
"G20078050","2019-2023","KS",,,"Kansas","20",,,"Whitewater city","78050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2078050",,,"2078050","Whitewater city, Kansas",900,"Whitewater city, Kansas",285
"G20078100","2019-2023","KS",,,"Kansas","20",,,"Whiting city","78100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2078100",,,"2078100","Whiting city, Kansas",316,"Whiting city, Kansas",97
"G20079000","2019-2023","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079000",,,"2079000","Wichita city, Kansas",396488,"Wichita city, Kansas",82
"G20079250","2019-2023","KS",,,"Kansas","20",,,"Willard city","79250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079250",,,"2079250","Willard city, Kansas",71,"Willard city, Kansas",29
"G20079300","2019-2023","KS",,,"Kansas","20",,,"Williamsburg city","79300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079300",,,"2079300","Williamsburg city, Kansas",383,"Williamsburg city, Kansas",117
"G20079375","2019-2023","KS",,,"Kansas","20",,,"Williamstown CDP","79375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079375",,,"2079375","Williamstown CDP, Kansas",40,"Williamstown CDP, Kansas",54
"G20079400","2019-2023","KS",,,"Kansas","20",,,"Willis city","79400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079400",,,"2079400","Willis city, Kansas",40,"Willis city, Kansas",23
"G20079425","2019-2023","KS",,,"Kansas","20",,,"Willowbrook city","79425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079425",,,"2079425","Willowbrook city, Kansas",76,"Willowbrook city, Kansas",42
"G20079550","2019-2023","KS",,,"Kansas","20",,,"Wilmore city","79550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079550",,,"2079550","Wilmore city, Kansas",37,"Wilmore city, Kansas",19
"G20079625","2019-2023","KS",,,"Kansas","20",,,"Wilroads Gardens CDP","79625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079625",,,"2079625","Wilroads Gardens CDP, Kansas",736,"Wilroads Gardens CDP, Kansas",352
"G20079650","2019-2023","KS",,,"Kansas","20",,,"Wilsey city","79650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079650",,,"2079650","Wilsey city, Kansas",192,"Wilsey city, Kansas",55
"G20079675","2019-2023","KS",,,"Kansas","20",,,"Wilson city","79675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079675",,,"2079675","Wilson city, Kansas",824,"Wilson city, Kansas",140
"G20079800","2019-2023","KS",,,"Kansas","20",,,"Winchester city","79800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079800",,,"2079800","Winchester city, Kansas",341,"Winchester city, Kansas",83
"G20079850","2019-2023","KS",,,"Kansas","20",,,"Windom city","79850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079850",,,"2079850","Windom city, Kansas",52,"Windom city, Kansas",23
"G20079950","2019-2023","KS",,,"Kansas","20",,,"Winfield city","79950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2079950",,,"2079950","Winfield city, Kansas",11731,"Winfield city, Kansas",55
"G20080075","2019-2023","KS",,,"Kansas","20",,,"Winona city","80075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080075",,,"2080075","Winona city, Kansas",183,"Winona city, Kansas",83
"G20080350","2019-2023","KS",,,"Kansas","20",,,"Woodbine city","80350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080350",,,"2080350","Woodbine city, Kansas",127,"Woodbine city, Kansas",56
"G20080400","2019-2023","KS",,,"Kansas","20",,,"Woodruff CDP","80400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080400",,,"2080400","Woodruff CDP, Kansas",9,"Woodruff CDP, Kansas",16
"G20080450","2019-2023","KS",,,"Kansas","20",,,"Woodston city","80450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080450",,,"2080450","Woodston city, Kansas",95,"Woodston city, Kansas",75
"G20080500","2019-2023","KS",,,"Kansas","20",,,"Wright CDP","80500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080500",,,"2080500","Wright CDP, Kansas",44,"Wright CDP, Kansas",35
"G20080650","2019-2023","KS",,,"Kansas","20",,,"Yale CDP","80650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080650",,,"2080650","Yale CDP, Kansas",72,"Yale CDP, Kansas",61
"G20080700","2019-2023","KS",,,"Kansas","20",,,"Yates Center city","80700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080700",,,"2080700","Yates Center city, Kansas",1381,"Yates Center city, Kansas",167
"G20080750","2019-2023","KS",,,"Kansas","20",,,"Yoder CDP","80750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080750",,,"2080750","Yoder CDP, Kansas",43,"Yoder CDP, Kansas",35
"G20080875","2019-2023","KS",,,"Kansas","20",,,"Zeandale CDP","80875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080875",,,"2080875","Zeandale CDP, Kansas",21,"Zeandale CDP, Kansas",38
"G20080925","2019-2023","KS",,,"Kansas","20",,,"Zenda city","80925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2080925",,,"2080925","Zenda city, Kansas",67,"Zenda city, Kansas",34
"G20081025","2019-2023","KS",,,"Kansas","20",,,"Zurich city","81025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2081025",,,"2081025","Zurich city, Kansas",70,"Zurich city, Kansas",38
